ID,Health,damage,kills,rifle,sniper,pistol,smg,grenade,preplant kill,postplant kill,fast_kill_rating (first_kill),time of kills,total kills,total deaths,avg kill time,assists,team,positioning type,last x,last y,alone kills,distance to A bomb (on kill list),Avg Distance to A bomb (on kill),times in catwalk_box,times in topmid_box,times in chair_box,times in midlane_box,times in underpass_box,times in window_box,times in stairs_box,times in tetris_box,times in sandwhich_box,times in Asite_box,times in firebox_box,times in jungle_box,times in connector_box,times in opening_box,times in opening2_box,times in A_main_box,times in T_ramp_box,times in hell_box,times in palace_box,times in pillars_box,times in ticket_box,times in CT_ramp_box,alone_death,total_distance_traveled
7.65612E+16,0,1114,6,3,1,1,0,0,5,1,5,"[509.8591, 634.4719, 1489.9779999999996, 2245.781, 2250.125, 2277.785]",6,12,353.58518,14,CounterTerrorist,VIC,502.0917369,572.1841243,1,"[427.3659355556307, 703.8924452240914, 422.1350350192175, 533.7989625218329, 535.5088915835316, 346.19861736483375]",337.3517164,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5106.631799
7.65612E+16,55,934,10,3,7,0,0,0,8,2,2,"[558.9916, 564.9301, 638.8788, 656.6316, 2168.081, 2386.271, 2515.572, 2537.138, 2548.264, 2557.578]",10,8,222.0651556,10,CounterTerrorist,ATT,190.2096471,246.6532552,3,"[238.57742313916012, 149.84926383886614, 533.244652950109, 641.0452274277975, 573.428006653264, 198.7697581198334, 642.659624881613, 679.8989513473898, 676.0398105924417, 651.7050107258485]",267.9682208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,5950.162655
7.65612E+16,0,1591,14,3,8,0,2,0,12,2,4,"[509.8904, 648.4741, 653.8812, 716.547, 847.1294, 1430.187, 1519.8570000000002, 1548.205, 1555.675, 2018.246, 2103.571, 2144.7960000000007, 2350.547, 2362.736]",14,10,142.5265846,16,CounterTerrorist,VIC,307.7977493,330.1678325,3,"[174.14729136055377, 506.61507936164054, 439.7487372093979, 191.87734872557056, 312.62771920413576, 417.38924933940683, 399.4250194664726, 414.4805722944088, 436.9440169777398, 180.2930031211433, 160.6574284560691, 427.1315435395145, 633.738463851794, 433.3782230081989]",162.4674255,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,4858.717353
7.65612E+16,0,1185,12,4,3,0,3,0,10,2,4,"[511.2969, 727.0798, 729.1739, 1267.975, 1423.936, 1426.749, 1430.375, 1431.906, 1993.242, 2009.682, 2163.674, 2335.107]",12,12,165.8009182,12,CounterTerrorist,VIC,417.6382702,544.5921291,1,"[505.707425574319, 221.42161581586365, 207.05728632531176, 487.14664932156103, 466.4812294880065, 423.9264942244877, 427.303367143384, 426.58740975707434, 416.6919552825715, 384.974201179647, 440.65480731241917, 540.6358640560364]",168.9762308,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,7057.097142
7.65612E+16,0,513,5,1,2,0,0,0,5,0,5,"[1224.187, 1228.563, 2172.52, 2251.719, 2518.635]",5,11,323.612,6,CounterTerrorist,VIC,493.3934069,569.4628589,0,"[229.06778460178876, 184.20943644519585, 281.3811535930247, 299.92812414293167, 316.74386607883423]",345.5310204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3662.113012
7.65612E+16,0,1096,10,10,0,0,0,0,8,2,2,"[524.6739, 743.8949, 1237.47, 1270.944, 1526.483, 2008.213, 2104.665, 2168.925, 2185.865, 2242.061]",10,8,190.8207889,17,Terrorist,VIC,164.2402964,266.4022727,3,"[279.10639091275806, 98.28076203998766, 397.4255589739611, 171.01429546579192, 108.52405296731105, 474.7370000013394, 439.4338512450419, 443.61258672340756, 595.661049440187, 447.1637460891605]",209.4938284,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,5495.960294
7.65612E+16,0,1426,17,13,4,0,0,0,13,4,5,"[502.5768, 617.3443, 636.5347, 734.581, 753.7402, 1106.763, 1124.203, 1505.386, 2103.384, 2113.51, 2181.271, 2193.054, 2258.939, 2377.957000000001, 2495.381, 2533.293, 2553.734]",17,9,128.197325,14,Terrorist,VIC,179.6633855,434.0209596,3,"[382.4738656465691, 615.6471078350565, 654.4368948356637, 47.992076547419664, 42.93523622130775, 267.23463568099464, 206.8286789188049, 380.1151981332499, 98.29598966833068, 66.74287714644952, 66.70251290259735, 77.87059385910139, 277.03473450055526, 14.269338729860657, 60.35901691317391, 286.78465550089766, 469.082351908489]",133.6103554,0,1,0,0,0,0,0,0,0,3,1,0,1,0,2,0,1,0,0,0,1,0,1,5625.128105
7.65612E+16,0,1147,9,7,1,0,0,1,9,0,3,"[512.7659, 715.078, 797.4968, 2023.215, 2035.28, 2056.377, 2096.383, 2100.383, 2509.6020000000008]",9,9,249.6045125,11,Terrorist,VIC,463.0632217,475.9289705,3,"[269.69427217010235, 83.83280703232, 332.2223484777155, 28.280506285801223, 63.397529729180604, 76.06661429975583, 55.04158896027603, 70.24302420809978, 234.5105580731311]",245.2065482,0,1,1,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,3,3462.381676
7.65612E+16,0,572,5,4,1,0,0,0,4,1,5,"[724.7982, 1509.856, 1565.864, 2026.216, 2343.514]",5,10,404.67895,9,Terrorist,VIC,144.0897173,307.1393416,2,"[107.68486724290231, 257.12079752634304, 226.33213119220758, 450.4356778311792, 610.4915125157847]",530.3806113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,4208.362974
7.65612E+16,0,1351,11,7,0,0,3,1,11,0,3,"[513.9535, 800.1848, 801.6537, 1119.796, 1128.391, 1230.844, 1245.878, 1274.82, 1427.4679999999996, 1534.547, 2341.358]",11,10,182.74045,7,Terrorist,ATT,257.6453079,403.9178576,2,"[312.6156867796626, 594.9074199374098, 595.7148933419667, 377.85486600160425, 436.4556430059454, 378.09273655337097, 237.22593145167724, 414.8210664570703, 380.06859449269353, 290.0190667939615, 147.63927558651326]",166.2428089,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,5400.988171
7.65612E+16,0,637,4,4,0,0,0,0,4,0,5,"[370.3107, 1038.858, 1060.361, 1179.975]",4,9,269.8881,7,CounterTerrorist,VIC,526.6265093,255.4743614,1,"[199.27974643934306, 527.7294468705267, 323.5028935771937, 206.40404439097253]",272.262866,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4341.169776
7.65612E+16,0,806,8,2,6,0,0,0,6,2,5,"[788.4417, 833.7617, 846.0762, 1333.875, 1604.638, 1835.895, 1842.49, 1981.794]",8,8,170.4789,9,CounterTerrorist,VIC,286.444684,277.0202441,2,"[254.38674413490116, 344.82974660198994, 343.564717908027, 245.6045687669975, 677.7711060746406, 415.00725273976303, 315.05966752879533, 646.9006238923063]",226.5523114,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2948.474777
7.65612E+16,0,817,8,6,2,0,0,0,8,0,4,"[374.1238, 778.0025, 1048.047, 1174.036, 1185.882, 1200.853, 1332.031, 1851.803]",8,7,211.0970286,10,CounterTerrorist,VIC,291.7305923,218.5242189,4,"[56.41001491980216, 125.16608094557907, 12.06109476554511, 136.15837886036724, 180.86872690631594, 66.52378615019701, 45.572649683849626, 81.94732480741207]",214.7452157,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,3,1,3845.21364
7.65612E+16,0,774,5,4,1,0,0,0,4,1,4,"[389.1263, 628.8218, 1152.033, 1825.143, 1986.201]",5,8,399.268675,10,CounterTerrorist,VIC,146.9325202,255.8603307,0,"[347.5743542278127, 40.3538377053934, 133.04688822080558, 122.03464361676576, 707.2546471295262]",489.1887482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3134.434685
7.65612E+16,0,947,9,9,0,0,0,0,9,0,3,"[392.3143, 797.5682, 800.1937, 802.6941, 851.1083, 856.7967, 860.5161, 1031.169, 1946.6]",9,8,194.2857125,10,CounterTerrorist,VIC,572.8353628,453.9711307,1,"[409.20946254198816, 109.51457004385084, 57.74321179449358, 27.82071242116073, 685.6811577659464, 664.6106259674552, 650.1496134961095, 424.0357388096451, 328.1740957521099]",184.1562917,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3821.310531
7.65612E+16,88,844,6,3,1,2,0,0,3,3,3,"[391.4079, 799.7249, 1028.294, 1600.106, 1606.295, 2007.892]",6,7,323.29682,14,Terrorist,ATT,242.3871289,284.1069164,0,"[283.6424200074077, 183.43537730815348, 238.81130799087003, 563.7616531082911, 651.776047844743, 591.7685381625181]",384.9220436,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3338.65695
7.65612E+16,0,911,8,7,0,0,0,1,5,3,5,"[630.4783, 633.5101, 652.1069, 1023.98, 1079.177, 1102.993, 1848.709, 1961.353]",8,7,190.1249571,9,Terrorist,VIC,236.7013235,224.3882759,2,"[167.55087315018648, 163.40297241326786, 222.04032313818914, 306.3478873600397, 399.2632880660227, 551.447291981282, 130.96590153542613, 347.4079136158793]",215.8188201,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3532.322793
7.65612E+16,0,1111,14,4,3,7,0,0,13,1,5,"[371.0296, 387.8761, 626.5402, 641.1364, 1031.169, 1152.314, 1156.908, 1171.004, 1330.2179999999996, 1591.948, 1844.646, 1853.335, 1858.023, 1894.592]",14,6,117.1971077,13,Terrorist,VIC,504.8915553,497.689605,3,"[368.3888202546783, 378.84932372927676, 417.8965133851889, 443.5158236604519, 266.0341908461047, 303.2227916015787, 269.1749107737184, 48.06118810340362, 550.1736784827343, 336.18944929814376, 377.78602372469413, 151.84298562731004, 154.5863332750607, 126.03822012128074]",98.55475384,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3827.675115
7.65612E+16,0,470,4,3,0,0,1,0,4,0,5,"[1332.75, 1344.47, 1362.005, 1971.292]",4,8,212.8473333,6,Terrorist,VIC,473.1791797,231.1376507,0,"[193.49762512184503, 186.9936355099383, 71.34343812458121, 523.608088971667]",322.8841546,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3590.001256
7.65612E+16,48,850,8,5,0,3,0,0,5,3,2,"[414.2554, 474.7966, 1196.352, 1365.411, 1591.792, 1594.167, 1982.45, 2002.391]",8,6,226.8765143,6,Terrorist,ATT,246.27769,212.6382637,4,"[340.4023837474099, 91.3468937875644, 164.53697835933974, 140.74878713453614, 697.6230545530576, 664.3632195495103, 473.87302445768, 651.5038629358963]",271.3195827,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3425.093537
7.65612E+16,0,239,3,0,0,0,3,0,3,0,5,"[823.8307, 824.0184, 824.1123]",3,3,0.1408,2,CounterTerrorist,VIC,549.3846648,684.4193996,0,"[89.34955023197388, 94.68848612565704, 96.16410976987629]",3.548079769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,326.3830968
7.65612E+16,40,387,4,1,1,0,2,0,4,0,4,"[403.1865, 444.6096, 572.6644, 844.2294]",4,1,147.0143,4,CounterTerrorist,ATT,700.0063201,801.9656549,1,"[396.9919256682391, 94.65761296571414, 271.4794856142397, 143.51266399553205]",62.52121278,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1233.707152
7.65612E+16,100,310,4,0,0,0,4,0,3,1,3,"[411.5712, 422.2398, 436.7254, 771.8329]",4,2,120.0872333,5,CounterTerrorist,VIC,461.3235597,616.7290309,1,"[407.2463942770252, 420.75286025845224, 252.08496198927077, 214.5644885942342]",55.85993144,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1325.849252
7.65612E+16,14,515,6,6,0,0,0,0,6,0,5,"[578.4209999999998, 633.5475, 638.4282, 739.3889999999999, 815.9466, 826.8029]",6,2,49.67638,4,CounterTerrorist,ATT,632.6602719,711.4364399,0,"[105.81082407790466, 648.6406637728458, 699.1506894577751, 17.06323094006261, 44.62589718748204, 105.16969069972144]",49.54815332,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1671.253473
7.65612E+16,74,326,5,5,0,0,0,0,5,0,5,"[629.2613, 753.3427, 824.1436, 824.4252, 830.6824]",5,2,50.355275,2,CounterTerrorist,ATT,534.9123644,629.0696109,0,"[625.8368248410574, 412.1088284702652, 128.35335290211242, 132.23233990687592, 157.5578863188491]",66.71445963,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1159.509937
7.65612E+16,0,301,4,4,0,0,0,0,3,1,5,"[391.2038, 624.8499, 779.0287, 824.5503]",4,3,144.4488333,6,Terrorist,VIC,671.2594118,804.9474027,0,"[339.07736251322206, 689.5979421151624, 188.78952399317893, 113.10508919261986]",69.12474223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2299.83276
7.65612E+16,0,555,4,1,0,0,3,0,3,1,5,"[397.4611, 742.7993, 749.5571, 770.8317]",4,4,124.4568667,4,Terrorist,VIC,634.8096497,629.7102404,0,"[287.0798946153744, 179.65705521244314, 113.99933827376073, 100.11775003633183]",62.13615181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1625.509149
7.65612E+16,-82,302,2,1,0,0,1,0,2,0,4,"[410.2572, 746.1782]",2,9,335.921,2,Terrorist,VIC,672.4256618,678.6952335,0,"[264.8220504667306, 405.84752914581384]",476.9464787,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1472.884444
7.65612E+16,0,336,3,1,0,1,1,0,3,0,5,"[455.888, 703.7667, 1185.64]",3,8,364.876,3,CounterTerrorist,ATT,231.2335348,324.4284485,1,"[187.5552394263984, 72.13080027026076, 91.73445151959342]",316.965606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1970.18644
7.65612E+16,0,515,6,2,2,1,0,0,5,1,4,"[471.3354, 478.1211, 481.1543, 685.8489, 1030.853, 1337.175]",6,7,173.16792,6,CounterTerrorist,VIC,619.8075346,708.295542,0,"[154.85265408683478, 157.1875137594942, 145.15701141520614, 368.82509365702964, 98.73514052956094, 398.7245841790327]",221.942306,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,2845.619061
7.65612E+16,0,754,8,8,0,0,0,0,4,4,5,"[461.0163, 626.6544, 631.7827, 700.671, 704.8924, 1204.121, 1343.1170000000004, 1361.035]",8,7,128.5741,12,CounterTerrorist,VIC,594.5495334,772.7763163,3,"[18.679485358003497, 501.37698104026873, 574.527122164298, 70.99248872360455, 41.67941051581109, 26.165816810343138, 246.16776044180517, 38.01354968851735]",131.3361092,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,2,2676.054478
7.65612E+16,0,697,6,4,1,0,1,0,6,0,4,"[593.4455, 593.9458, 1277.793, 1285.204, 1287.925, 1328.951]",6,6,147.1011,5,CounterTerrorist,VIC,419.1454209,822.7778556,5,"[681.5545294511062, 681.3696959596607, 646.6110000175086, 536.9285664697134, 480.8804938929863, 142.60271039955538]",39.31073619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3480.265276
7.65612E+16,0,540,3,1,2,0,0,0,3,0,5,"[520.8987, 1242.02, 1256.029]",3,7,367.56515,7,CounterTerrorist,VIC,496.4976902,634.7426071,0,"[387.964650898165, 334.02529622999396, 257.40159490372986]",302.283622,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1682.968433
7.65612E+16,0,375,2,2,0,0,0,0,2,0,5,"[588.2546, 704.5172]",2,7,116.2626,6,Terrorist,VIC,618.510814,764.0758418,2,"[498.0321041039081, 131.03820971217723]",250.7312944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2828.780394
