ID,Health,damage,kills,rifle,sniper,pistol,smg,grenade,preplant kill,postplant kill,fast_kill_rating (first_kill),time of kills,total kills,total deaths,avg kill time,assists,team,positioning type,last x,last y,alone kills,distance to A bomb (on kill list),Avg Distance to A bomb (on kill),times in catwalk_box,times in topmid_box,times in chair_box,times in midlane_box,times in underpass_box,times in window_box,times in stairs_box,times in tetris_box,times in sandwhich_box,times in Asite_box,times in firebox_box,times in jungle_box,times in connector_box,times in opening_box,times in opening2_box,times in A_main_box,times in T_ramp_box,times in hell_box,times in palace_box,times in pillars_box,times in ticket_box,times in CT_ramp_box,alone_death,total_distance_traveled,Role
76561198176890349,0,1162,10,9,1,0,0,0,8,2,4,"[366.0081, 465.4251, 577.0621, 734.7665, 786.4908, 788.7411, 789.6475, 1232.726, 2086.9120000000007, 2625.6890000000008]",10,9,251.0756555555556,19,CounterTerrorist,VIC,534.5642163384675,611.5300602006689,2,"[114.18856585649391, 72.8230526401292, 132.9481430588172, 570.2602256535841, 33.924835725312306, 44.93164982359864, 39.85381837756806, 174.2071207284533, 265.145758733819, 198.40320174646735]",260.4328373211082,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,3,5450.681107512869,
76561198086233264,0,1207,13,12,0,1,0,0,11,2,4,"[437.2033, 573.9055, 579.3123, 581.0, 648.3823, 776.9899, 881.1260000000002, 883.9388, 1041.768, 1063.802, 1682.369, 2173.953, 2288.871]",13,13,154.30564166666667,11,CounterTerrorist,VIC,522.4520672255801,408.1669237851663,2,"[290.83265307403286, 182.44539248592832, 154.57405859282713, 145.4696798348047, 50.285759965517364, 45.90291097970863, 104.45062414263884, 103.17161169887116, 560.782635828482, 556.7567926977439, 176.09841990736368, 361.5172927431914, 187.21188002774443]",145.6705772461427,1,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,1,1,0,0,0,0,0,5629.194205763736,
76561198048297052,0,1200,12,11,0,1,0,0,9,3,3,"[464.2687, 464.3625, 585.9068, 714.3268, 715.9833, 721.1401, 899.003, 934.8193, 979.6992, 982.4495, 2081.943, 2740.451]",12,9,206.9256636363636,13,CounterTerrorist,VIC,680.2151493078572,383.9968774345858,3,"[489.5505492174732, 489.5505492174732, 444.0399635036476, 560.8983462044501, 597.2713641403399, 704.1505247113522, 673.9074159107724, 704.0409872481482, 654.8197541883576, 666.9056417733409, 90.38515694907326, 362.5061170108219]",195.37616979939537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4105.616052013427,
76561198073585417,7,988,7,1,5,0,1,0,7,0,4,"[443.1102, 992.2005, 2190.1420000000007, 2193.424, 2205.706, 2258.305, 2737.451]",7,11,382.39013333333327,14,Terrorist,VIC,409.6610926106453,489.6112261263034,0,"[358.0284969418625, 302.18034698854257, 253.27097461267786, 222.3046097824332, 216.70009647748387, 350.0195999920348, 340.86668777329527]",379.5298318052388,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6220.5292039498145,
76561197975648030,0,856,6,6,0,0,0,0,5,1,4,"[365.4768, 787.4597, 827.3389999999998, 834.5585, 2368.474, 2620.094]",6,13,450.9234399999999,14,Terrorist,VIC,507.10991585104307,414.8733884713752,0,"[336.76383498966794, 83.8721916073961, 182.272677914325, 186.00770993903842, 129.26052695713472, 183.83180315371627]",420.3370336328096,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,5070.080847950212,
76561198043489577,74,970,7,3,4,0,0,0,4,3,5,"[417.4824, 680.3857, 732.3913, 1189.816, 1243.259, 2088.819, 2121.135]",7,12,283.9421000000001,14,Terrorist,VIC,183.82826437902125,204.6195560102301,3,"[272.37564249157856, 297.60387568115607, 650.3982098613011, 438.49624485434265, 63.55124248733514, 440.41048750817237, 274.34148308751935]",284.2697400993236,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7472.9799496332425,0.0
76561198168699351,15,1626,19,19,0,0,0,0,18,1,5,"[703.2632, 780.8653, 825.6826, 842.1219, 921.6929, 926.0371, 979.0428, 1210.474, 1683.619, 2075.88, 2080.286, 2227.958, 2295.31, 2596.967, 2631.3140000000008, 2670.35, 2712.1040000000007, 2712.417, 2729.637]",19,10,112.57632222222223,20,Terrorist,ATT,491.31627810489374,775.8142703128075,4,"[359.8421777834751, 383.5894002970524, 196.69880050088284, 6.7379040241204065, 325.7419285524727, 303.5632375722017, 635.4963552862466, 133.48542642768783, 380.70482479624553, 86.93124832761991, 113.8505243924207, 249.0812588831781, 104.037555762916, 19.74116365984991, 9.681232385061081, 207.07317075841536, 61.01975371065952, 59.390314472957904, 66.81813132507483]",96.29720853008888,1,2,0,0,0,0,0,0,0,6,0,0,2,1,0,0,1,2,0,0,0,0,4,5793.410271524373,1.0
76561198280393439,100,1483,12,12,0,0,0,0,11,1,5,"[416.5135, 584.1879, 830.7456, 985.106, 986.825, 1188.472, 1219.725, 2169.765, 2302.779, 2315.249, 2594.685, 2744.733]",12,12,211.6563181818182,11,Terrorist,ATT,718.6856853187752,309.1940702734605,2,"[375.7410339025034, 211.07972207720155, 67.70116576758963, 524.5714790500123, 534.2915316429153, 188.5363966835323, 264.0835725670476, 323.55176185616926, 294.4815335220802, 308.0803981710562, 85.22904629353405, 502.3665075566045]",223.1677248776456,1,0,0,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,4586.610461984322,2.0
76561198320775734,0,765,4,1,2,0,1,0,4,0,5,"[636.0546, 1447.46, 1752.918, 2023.918]",4,8,462.62113333333326,9,CounterTerrorist,VIC,730.6052529537923,442.58371890615786,0,"[359.7456011774336, 417.6981140311789, 211.5796863916788, 324.80952394616435]",450.97577425624354,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4040.5850467292735,
76561198390246135,0,700,7,4,2,1,0,0,6,1,4,"[590.7784, 944.0761, 948.9539, 960.6169, 1217.421, 1370.51, 2062.315]",7,9,245.2561,7,CounterTerrorist,VIC,526.8403534412166,411.4742443438913,1,"[614.388368657707, 230.52703530488387, 275.8607509335488, 291.5559473756411, 125.04804260941587, 334.8283346836296, 401.52130460864737]",209.77825599182339,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3640.406721908963,
76561198388246513,100,725,4,1,0,0,2,0,4,0,5,"[1147.506, 1223.331, 1411.158, 1439.174]",4,9,97.22266666666664,11,CounterTerrorist,VIC,493.0734293624489,479.07182246704696,1,"[534.2976839860513, 95.66606033143944, 318.5668632424084, 575.9900829233853]",111.12013297911129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5137.028363554123,
76561198243727468,100,705,6,0,2,3,1,0,5,1,4,"[656.8792, 681.4558, 734.9867, 943.5759, 1410.7520000000004, 1780.434]",6,7,224.71096,10,CounterTerrorist,VIC,401.0648032754924,193.0569380287233,2,"[255.67699999586154, 217.78437011080328, 81.28523771048776, 334.01629571394903, 253.94078189442794, 564.3477726683798]",286.44511453450366,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,4034.9877403515916,
76561198262818304,0,489,5,4,0,0,1,0,5,0,4,"[674.6707, 971.936, 1249.221, 1254.568, 2009.597]",5,8,333.731575,5,CounterTerrorist,VIC,679.4924197309417,811.5495132795593,2,"[212.800593703632, 124.15355169917007, 118.30897470120252, 134.6886494547581, 183.26085835619062]",326.3466411631396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,4215.509913752789,
76561198347189514,0,918,13,5,4,4,0,0,10,3,5,"[554.7264, 593.9991, 605.4744, 790.4875, 807.2784, 1172.583, 1236.464, 1307.004, 1324.9520000000002, 1340.899, 1417.787, 1765.894, 2030.953]",13,5,123.01888333333332,15,Terrorist,VIC,532.9537472411777,408.23130906944715,2,"[428.299149984666, 463.7193057720042, 612.8357531823541, 340.95962471859, 113.69150570448869, 505.85218496378144, 128.15247917251213, 272.40103368931426, 159.19182450783995, 169.6103001117945, 498.7149206245381, 365.49930060687836, 219.67937265172924]",105.63390188892195,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,5599.60817468721,
76561198376752383,0,1045,7,7,0,0,0,0,6,1,5,"[652.3453, 791.3317, 945.7646, 1125.149, 1220.798, 1304.284, 1337.241]",7,8,114.14928333333334,11,Terrorist,VIC,667.3658359914214,812.6941853236277,2,"[94.98903608751111, 632.7283834556772, 359.11544711038204, 550.2157168885478, 103.47927456104387, 360.9779534630712, 124.06830581426317]",118.99582828779205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3974.649216808045,
76561198173503747,0,621,6,5,1,0,0,0,6,0,4,"[576.3639, 679.2669999999998, 1157.6989999999996, 1217.203, 1446.679, 1770.616]",6,7,238.85042000000004,10,Terrorist,VIC,622.5811390914407,483.5088469014361,2,"[490.8729080605024, 95.26986823629498, 413.6633646910114, 191.45922819537057, 377.49703811793813, 657.791066960271]",272.23405177995375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,4093.748790899877,
76561198367311872,100,551,6,6,0,0,0,0,5,1,5,"[575.8949, 596.8132, 661.5068, 1323.889, 1770.3339999999996, 2070.132]",6,4,298.84742,9,Terrorist,ATT,506.19015262234353,551.3878386779461,1,"[527.8129151828664, 511.25037885801004, 307.07138500343933, 208.57472707604632, 181.7929164408163, 239.18056433472964]",241.12094983037258,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3003.8938027290105,
76561198101908730,23,1066,11,9,2,0,0,0,10,1,3,"[721.7291, 801.5251, 830.6982, 965.2133, 1142.159, 1146.943, 1229.929, 1268.701, 1767.645, 1788.22, 2026.42]",11,4,130.46909,3,Terrorist,ATT,516.5622204718269,408.15582356875865,4,"[48.003282437780044, 244.81856615693044, 170.05148907586744, 103.49296731946724, 601.1680025196081, 636.0611103165874, 283.49126891770686, 186.6564933789072, 514.0765646985086, 673.1461568918251, 379.06125508001725]",163.57488726422372,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,4963.972095858747,
76561198097008118,100,627,8,4,4,0,0,0,8,0,5,"[404.1556, 416.469, 1384.855, 1388.23, 2747.364, 2747.489, 2747.614, 2747.833]",8,13,334.8110571428571,6,CounterTerrorist,VIC,520.4547381555859,540.2472505213457,2,"[336.27365297264873, 335.3316912784149, 256.7051443759725, 228.9443159998726, 247.96922165027595, 247.587033218768, 247.587033218768, 247.5404205427512]",322.13488108144327,0,0,0,0,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2724.5899265681064,
76561198359485055,0,928,5,3,2,0,0,0,5,0,5,"[807.6862, 1116.678, 1453.579, 1456.11, 2004.37]",5,9,299.17094999999995,11,CounterTerrorist,VIC,547.329996490544,736.3027377532953,3,"[457.40596997941725, 423.6851429962232, 700.0237837288187, 705.660788627118, 154.35716699700012]",223.40874925439564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4987.4635516295675,
76561198115840526,100,1848,24,22,0,0,1,1,19,5,5,"[583.1066, 795.2164, 1070.956, 1101.927, 1123.397, 1251.813, 1261.877, 1382.386, 1416.17, 1497.6129999999996, 2010.777, 2013.652, 2028.935, 2029.029, 2033.373, 2177.54, 2694.548, 2728.925, 2740.176, 2749.771, 2830.558, 2853.56, 2853.685, 2876.093]",24,8,99.6950608695652,16,CounterTerrorist,ATT,611.5203818288165,758.6599032067677,0,"[175.32097539390992, 200.92895039759438, 242.31054103542292, 236.18972760517607, 321.61970410853496, 244.6578280710112, 233.38165735325592, 106.58883914145478, 198.9571245737368, 242.2606224012776, 106.52602001063902, 127.19076364094218, 197.75610044948576, 196.9785867430985, 73.27368094660923, 551.9166115113743, 564.0644025652765, 373.10579772552194, 358.0745129463193, 243.44825267678053, 467.85871251522786, 133.0518531946526, 132.97214223842204, 60.09993637274485]",94.6854504773407,0,0,0,1,0,0,0,0,2,0,0,0,8,0,3,1,0,0,0,0,0,2,0,4979.243741388751,
76561198322317350,100,955,8,5,2,0,1,0,7,1,4,"[485.4117, 1555.243, 2182.353, 2186.603, 2252.795, 2297.58, 2379.961, 2386.837]",8,7,271.6321857142857,11,CounterTerrorist,VIC,318.85710898810686,281.2834121581743,1,"[343.385740786115, 224.0636031522678, 248.0697130326663, 184.7640744544283, 641.9775183365887, 326.52648731121707, 632.2225179522883, 572.7739785121015]",304.40193396085533,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4745.295863010086,
76561198320915106,0,739,9,7,1,0,1,0,9,0,3,"[491.0059, 494.8499, 766.308, 1110.053, 1399.7620000000004, 1494.582, 2301.706, 2793.524000000001, 2809.4]",9,10,289.7992625,8,CounterTerrorist,VIC,439.74700721388183,375.7558027936258,1,"[589.6869520574855, 628.7758265422592, 413.3011097243868, 613.1564909348181, 221.61375734524722, 412.2317992451077, 88.5786444473487, 289.44984873099594, 618.7228117273781]",293.4287449587366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5425.040240709007,
76561198261026325,-100,1506,15,7,2,3,3,0,14,1,4,"[482.9741, 581.1378, 773.8085, 785.8407, 795.8415, 1247.719, 1397.481, 2031.841, 2170.946, 2317.3, 2324.957000000001, 2686.985, 2692.61, 2747.208, 2747.833]",15,17,161.77563571428573,14,Terrorist,VIC,570.4035774614936,641.8413063151683,0,"[371.21015205163474, 373.8099688188882, 379.4354276368976, 428.46720595324524, 189.9410626931191, 714.4338370132035, 408.90678096908874, 192.92654684319032, 420.6456176115514, 261.4407443632521, 189.83602038795223, 543.1297850132004, 521.3560463059581, 382.5347232596577, 382.0624040845999]",162.55079657378332,4,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,5504.237658096179,
76561198334411310,100,508,5,3,2,0,0,0,3,2,5,"[464.1601, 580.6377, 601.5143, 1262.627, 2301.862]",5,5,459.425475,6,Terrorist,ATT,361.1455737960616,823.0733913043476,1,"[309.4859004281465, 315.3973699728462, 256.03887310337973, 126.71946860509338, 128.4206952784155]",414.1591737125672,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2613.7472806881315,
76561198058437126,0,859,7,7,0,0,0,0,6,1,5,"[1287.472, 1412.044, 2184.603, 2320.894, 2385.524, 2388.212, 2863.061]",7,11,262.59816666666666,14,Terrorist,VIC,552.8102632092025,686.4514845563642,2,"[568.4926338097903, 203.75795437200767, 303.8266337788507, 244.2281895164744, 662.5279833346542, 680.8081648927439, 238.5590555171637]",207.6092369512289,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,5358.648680034073,0.0
76561198057844686,0,1493,16,2,11,0,3,0,16,0,5,"[586.5756, 591.1072, 779.5903, 834.1256, 1094.645, 1239.594, 1242.907, 1456.985, 2000.558, 2009.496, 2141.6, 2290.173, 2390.493, 2404.119, 2720.018, 2828.2140000000004]",16,10,149.44256000000001,15,Terrorist,VIC,450.8390095535193,461.6514329333071,0,"[111.40015154423524, 41.59513178456088, 70.32617411197195, 200.45906906671766, 381.109369148392, 441.69381983642927, 384.5185324555209, 442.31707287758894, 273.09455279492, 190.3536305256189, 118.41714595081525, 211.5342487396433, 569.7522012231846, 435.63501841171694, 237.23753145288063, 337.7973709290915]",164.53570795899043,0,4,0,0,1,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,1,4703.18621527806,3.0
76561198158615419,0,713,4,2,0,2,0,0,4,0,5,"[1119.116, 2209.355, 2377.836, 2758.865]",4,11,546.5830000000002,7,Terrorist,VIC,768.7891727822188,207.14307235884326,2,"[299.46693709339803, 71.1279762952337, 645.3970776415861, 210.56997141616324]",516.9506781075884,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,4204.218705228728,4.0
76561198172918237,74,1051,11,6,1,1,3,0,10,1,4,"[533.4855, 639.5013, 641.3141, 644.4395, 1188.302, 1271.345, 1440.933, 2043.21, 2209.891, 2480.275, 2488.026]",11,6,195.45405,12,CounterTerrorist,ATT,169.53798401247803,182.29387810348214,3,"[193.3549311140437, 710.6328550308231, 701.4422653776679, 614.9228088311933, 530.655976926507, 614.5527061610273, 507.25589756669785, 70.85948992123281, 168.16116002482025, 596.9179272990567, 716.7769494205589]",247.79625183065158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3617.564025269813,
76561198126696303,0,914,10,10,0,0,0,0,10,0,5,"[516.0455, 1104.352, 1240.059, 1242.247, 1969.824, 2031.552, 2437.675, 2437.894, 2438.081, 2438.206]",10,8,213.5733888888889,7,CounterTerrorist,VIC,907.947598362254,601.3319630139681,0,"[281.50638460245403, 365.87314095926723, 520.0446897070268, 531.4247864713752, 340.3125456606851, 95.37251690081695, 102.49590228881372, 102.49590228881372, 102.49590228881372, 102.49590228881372]",193.68333529848442,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,3319.514408377833,
76561198036336873,0,971,14,11,3,0,0,0,11,3,3,"[542.0806, 543.5808, 552.2383, 660.2544, 1245.904, 1424.368, 1467.9679999999996, 1468.062, 1468.375, 1468.4679999999996, 1468.562, 1974.825, 1987.795, 2432.987]",14,6,145.45433846153847,10,CounterTerrorist,VIC,416.6775589783584,373.9793451111549,5,"[131.2334530459462, 120.9176859259576, 115.61207683705295, 492.8745029066131, 320.47793388631544, 297.94321544451776, 571.1258118734913, 571.5274544446345, 571.5705929827702, 571.5705929827702, 571.5705929827702, 142.15038555034906, 97.85528887115737, 436.4564759414361]",168.93303253042228,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4544.011058944701,2.0
76561198367555158,30,536,8,6,0,0,2,0,8,0,5,"[1148.858, 1409.7089999999996, 1410.5220000000004, 2165.697, 2189.575, 2189.669, 2190.044, 2190.138]",8,6,148.75428571428571,7,CounterTerrorist,ATT,460.3969484889842,389.2506642533937,0,"[199.96570411292097, 330.9231498116605, 327.6042164594603, 242.8803470617696, 237.33033754755806, 237.28339322290404, 237.28339322290404, 237.28339322290404]",154.08538415856898,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3860.433701935775,
76561198034068025,91,343,3,3,0,0,0,0,2,1,5,"[1151.015, 2209.235, 2505.8720000000008]",3,5,677.4285000000002,6,CounterTerrorist,ATT,678.3394264768959,494.6143817430651,0,"[248.5283280143599, 101.00809739528583, 314.52499786460135]",710.426834925121,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2220.8822051157194,
76561198101762264,-100,1476,15,11,4,0,0,0,14,1,5,"[499.2304, 517.0768, 538.7676, 635.7819999999998, 1243.622, 1249.967, 1260.437, 1431.869, 1449.122, 1970.137, 1977.45, 1979.45, 2043.522, 2053.586, 2192.013]",15,17,120.91304285714287,15,Terrorist,VIC,438.93423591343344,610.1009325201652,3,"[411.34926729792295, 211.52809256340066, 142.16655533319755, 644.931765727153, 476.8634539659017, 610.7049730681179, 568.0444533616186, 336.7646225934052, 596.4900221098126, 362.44194627889055, 257.44815612162546, 253.76395002201497, 252.35591154969444, 501.7509024218226, 140.33309952259157]",101.55474515890492,0,1,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,6,5280.6364502710085,0.0
76561198204766729,100,271,2,0,2,0,0,0,2,0,5,"[600.433, 653.8472]",2,2,53.41420000000005,2,Terrorist,VIC,381.80425969974647,253.01017383434976,1,"[355.4618189440713, 472.3818929914065]",170.33427404733527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,683.5762608052338,
76561198082045091,0,547,3,2,0,0,1,0,3,0,4,"[516.8893, 1111.478, 1411.335]",3,9,447.22285,9,Terrorist,VIC,682.7865293039579,527.3051838677945,0,"[99.81208802374867, 195.25740185222372, 455.95799451182086]",625.295803244036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3010.0760179330214,
76561198331671711,0,502,3,2,1,0,0,0,3,0,5,"[622.28, 1107.602, 2449.208]",3,13,913.464,7,Terrorist,VIC,322.35156638721,190.6532073185126,2,"[623.0060852827561, 392.8818768094716, 464.5240086384791]",834.2229616778615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3864.814956968903,
76561198171306534,0,834,9,9,0,0,0,0,7,2,5,"[1987.452, 1995.515, 2045.898, 2069.995, 2205.015, 2220.299, 2246.678, 2254.397, 2474.024]",9,6,60.82149999999999,3,Terrorist,VIC,180.66402651589001,442.66937792642136,0,"[217.03344684222702, 223.30808391579754, 221.7538273525415, 543.4400724680881, 280.6037556031037, 311.09383415414123, 199.02355519557466, 169.3933780492261, 297.6422093864785]",70.89759531803142,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,3140.206944230755,1.0
76561198373044773,0,665,5,5,0,0,0,0,5,0,5,"[540.5435, 606.2203, 797.9363, 1416.723, 2216.41]",5,7,418.966625,9,CounterTerrorist,VIC,635.9955191265352,624.5144930159355,0,"[714.8613649607786, 607.3401515192971, 573.4123233089456, 437.85756890413194, 197.14506645967302]",289.53755037472354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2982.448466891933,
76561198058437126,0,409,4,4,0,0,0,0,0,4,5,"[1037.448, 1043.638, 1061.518, 1063.613]",4,7,8.721666666666655,6,CounterTerrorist,VIC,633.2930096315073,624.5235585284281,4,"[177.90588790960274, 154.30859301300333, 14.287361862666833, 9.583121737591307]",47.38592205733715,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,2563.493190930393,0.0
76561198122538986,0,401,2,1,0,0,1,0,2,0,4,"[604.626, 2196.6220000000008]",2,7,1591.9960000000005,5,CounterTerrorist,VIC,714.1045980113083,651.1233838284477,0,"[615.1183892219717, 198.56302233526017]",1175.440633113289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2501.892399935133,
76561198369427260,0,129,1,1,0,0,0,0,1,0,5,[602.3128],1,7,0.0,3,CounterTerrorist,VIC,441.46438837980116,266.76948636631914,0,[455.3708006254911],0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1919.7518041831765,
76561198271592151,0,872,9,6,1,0,2,0,8,1,4,"[489.5276, 568.7711, 790.6215, 1024.319, 1134.322, 1427.351, 1457.704, 1922.787, 2208.001]",9,7,214.809175,10,CounterTerrorist,VIC,757.9076404757263,566.4230918748771,3,"[375.1522181768044, 536.0972946247243, 192.14859342550713, 128.665484586902, 135.93939976932847, 103.68265259461474, 146.702167246314, 112.37403473981016, 257.8213165743954]",200.14281229969882,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,6,4325.919270225951,4.0
76561198413216924,0,789,5,4,1,0,0,0,2,3,4,"[470.9594, 828.1957, 829.9463, 1058.049, 1145.951]",5,5,168.74790000000004,11,Terrorist,VIC,515.1814476116202,675.860145583317,0,"[333.7705713466867, 674.0217083797642, 672.5754658145569, 137.14147550201025, 672.1372556657757]",253.33957107977227,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3153.595326403801,
76561198391145115,73,749,8,2,4,2,0,0,7,1,5,"[450.3279, 497.6239, 1107.376, 1405.7820000000004, 2197.935, 2211.002, 2219.661, 2240.667]",8,4,255.76272857142857,10,Terrorist,ATT,754.7668014817704,676.9735919732442,0,"[411.3735551866352, 648.9702299636489, 352.56567191800553, 433.516297623955, 386.0665574463731, 108.04199358311915, 170.04578534719462, 224.9086387803086]",229.12488337052483,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2790.271417778996,
76561198097291395,0,1180,14,12,2,0,0,0,9,5,5,"[460.4873, 480.6811, 604.3134, 801.3123, 826.2889, 828.5709, 1022.194, 1052.578, 1114.41, 1140.543, 1184.463, 1434.6660000000004, 1437.542, 2198.029]",14,3,133.65705384615384,11,Terrorist,VIC,641.1789560163775,685.9379736376156,0,"[603.537763967225, 636.4689076352302, 647.2888620305446, 664.6019602091515, 488.1187580684952, 478.130267925052, 181.33259940512522, 182.99991933939754, 379.61125370066884, 449.6444512477401, 475.73410873688016, 258.96434011259237, 260.2259769981093, 60.47234923650175]",91.88279117455977,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2864.96349964835,1.0
76561198204060507,0,394,4,4,0,0,0,0,4,0,5,"[1437.729, 1920.005, 1923.787, 1972.365]",4,5,178.21200000000005,8,Terrorist,VIC,654.9219280483525,628.2263167420815,0,"[480.6670525563586, 503.7268513498603, 407.69709445174647, 393.1352929365747]",149.0347467934053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3690.0927024806438,
76561198274241592,100,537,4,4,0,0,0,0,4,0,5,"[1027.82, 1459.861, 1911.752, 1919.411]",4,4,297.19700000000006,5,Terrorist,ATT,498.51180970949514,674.7537501475507,0,"[77.3570384321239, 141.50287500245526, 156.82845971095193, 156.8315318533914]",323.6884978070892,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1374.6012671775507,
76561198107949630,0,874,6,4,2,0,0,0,6,0,5,"[346.1159, 794.1409, 799.8929, 998.8657, 1017.56, 1266.83]",6,10,184.14282,10,CounterTerrorist,VIC,682.152923064925,809.6048601219752,1,"[415.9497758177377, 155.79878968892453, 140.21504299829758, 691.715235633276, 658.9473646526621, 288.8615271378412]",158.7251702640207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3707.282780912406,
76561198339677808,0,870,9,7,0,0,2,0,9,0,4,"[352.3993, 898.1445, 948.0049, 1000.866, 1439.326, 1982.039, 2001.983, 2014.174, 2026.804]",9,8,209.3005875,9,CounterTerrorist,VIC,669.2803506336518,813.6639937045053,2,"[18.717575022892945, 564.1538259046282, 593.6673223235795, 563.5816591625547, 498.3873417964274, 246.03397025459358, 90.75710191343964, 193.9267588700484, 311.6248566239598]",245.91399770013334,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,3945.7490604748414,2.0
76561198159006794,0,935,9,2,6,1,0,0,9,0,3,"[378.2829, 433.5202, 487.0068, 525.9574, 956.5703, 1013.464, 1032.096, 1256.014, 1275.208]",9,8,112.1156375,11,CounterTerrorist,VIC,620.6146158705402,633.0002156206964,2,"[335.6166773193586, 159.40042600586585, 153.64974561651906, 314.4771489675689, 328.64928329885623, 369.93378732544744, 360.091709806406, 204.05785977718546, 269.5395136274692]",103.85599203851382,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,2698.9232873898122,3.0
76561198080849199,0,480,3,1,1,0,1,0,2,1,5,"[876.4810000000001, 1460.52, 1498.439]",3,7,310.9790000000001,7,CounterTerrorist,VIC,656.653620058491,646.3061719457014,1,"[239.7309973169529, 240.87017743361486, 662.5633103694366]",522.3951565262419,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3202.5189351359204,
