damage,kills,rifle,sniper,pistol,smg,grenade,preplant kill,postplant kill,fast_kill_rating (first_kill),total kills,total deaths,avg kill time,assists,alone kills,Avg Distance to A bomb (on kill),times in catwalk_box,times in topmid_box,times in chair_box,times in midlane_box,times in underpass_box,times in window_box,times in stairs_box,times in tetris_box,times in sandwhich_box,times in Asite_box,times in firebox_box,times in jungle_box,times in connector_box,times in opening_box,times in opening2_box,times in A_main_box,times in T_ramp_box,times in hell_box,times in palace_box,times in pillars_box,times in ticket_box,times in CT_ramp_box,alone_death,total_distance_traveled
1076,5,3,0,0,2,0,3,2,5,5,5,284.58129999999994,11,1,307.87195785838804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2889.010649285188
504,7,4,1,0,1,0,5,2,4,7,4,298.3585166666667,8,1,356.5211942013695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4730.771099524286
699,8,8,0,0,0,0,6,2,3,8,5,247.6903285714286,8,0,296.3557831414217,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3882.0351010708414
583,5,0,4,1,0,0,5,0,5,5,9,149.37732499999998,8,1,137.95934767020594,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3491.0691445404336
864,6,6,0,0,0,0,5,1,5,6,7,314.55858,11,2,268.5096445501543,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3495.635308111883
447,3,1,0,1,1,0,2,1,4,3,7,355.8713499999999,7,0,297.21797486077867,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3542.9423640961318
966,10,10,0,0,0,0,7,3,4,10,7,185.9697888888889,11,4,183.97840341287156,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,3304.3734757326683
435,3,3,0,0,0,0,3,0,5,3,8,750.5872,6,1,753.9581303562493,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3908.4489409277276
387,3,3,0,0,0,0,2,1,5,3,2,534.4077500000001,7,0,438.6962132990914,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,824.6302638664245
720,7,6,0,0,1,0,7,0,4,7,2,172.40013333333334,7,0,94.30708165176372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1790.4584875587352
551,6,4,1,1,0,0,6,0,4,6,2,163.33864,7,0,174.16559018803068,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1583.6298540882683
535,5,3,0,0,1,1,3,2,3,5,0,289.037275,4,2,260.420124307077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1402.804898375778
780,8,4,1,0,3,0,8,0,5,8,5,151.87077142857146,7,2,103.3228010896192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3443.920823018194
475,2,0,1,1,0,0,2,0,5,2,6,393.6868999999999,7,0,494.12409620236684,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2225.219226479088
201,2,2,0,0,0,0,2,0,5,2,5,698.0718999999999,5,1,662.8860900773718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2592.939091172185
128,0,0,0,0,0,0,0,0,0,0,6,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2136.2422033595544
254,3,0,0,0,3,0,1,2,5,3,5,8.501999999999953,4,2,12.076412377891316,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2478.8740782956684
407,3,3,0,0,0,0,3,0,4,3,6,66.70330000000001,3,0,288.89466685126854,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2066.515639944424
1870,18,0,16,1,0,1,17,1,5,18,6,67.43312941176471,12,6,62.61383311570791,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,5,0,1,6,0,0,0,2,4144.640096332093
696,5,2,3,0,0,0,3,2,4,5,5,88.6945,8,2,30.177178973132946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2506.9694797253073
152,1,0,0,1,0,0,1,0,5,1,5,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032.2549395990552
319,3,0,2,1,0,0,3,0,5,3,5,126.71499999999992,3,2,218.4946932142093,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1829.0664486832688
184,1,1,0,0,0,0,1,0,5,1,6,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2639.552520721765
1062,9,5,4,0,0,0,9,0,5,9,5,78.0151375,10,5,41.81345324702054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4679.513309040421
576,6,0,4,2,0,0,5,1,5,6,4,131.83280000000002,7,2,190.17453575788812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,4468.848503208899
639,7,6,0,1,0,0,6,1,4,7,7,199.20906666666667,6,0,170.77408780767874,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,1,0,3,2848.1535564026685
305,3,1,2,0,0,0,2,1,4,3,5,113.8673,4,0,124.58533374449169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2965.4469500403916
200,2,0,2,0,0,0,2,0,5,2,7,8.753000000000384,0,0,9.940559329302914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2291.68873699049
370,3,0,2,1,0,0,3,0,5,3,6,470.64145,4,2,454.7106616960925,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1325.468361683813
859,6,6,0,0,0,0,6,0,5,6,10,126.30462000000003,10,4,109.38426671318385,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2706.9941851456556
550,6,4,1,0,1,0,4,2,5,6,4,120.24695999999999,5,4,145.41446610272592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,2732.7486621663816
519,5,2,0,1,2,0,5,0,4,5,7,240.52532499999998,4,0,237.9505531267701,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,2614.2027599290423
109,1,1,0,0,0,0,1,0,3,1,6,0.0,3,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2659.5750762203165
644,6,2,2,1,1,0,4,2,4,6,3,188.1067,9,0,183.48407252146316,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,2,2421.3608806557777
1142,11,6,5,0,0,0,9,2,5,11,3,89.10215,10,0,56.34471256935874,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,1,4043.802336527614
545,8,2,0,0,6,0,8,0,3,8,5,134.52264285714293,6,0,139.08088260415732,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,2772.111493606641
381,5,4,0,0,1,0,4,1,5,5,6,142.59605,5,0,14.456022566958481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2857.3139451765637
307,2,2,0,0,0,0,1,1,4,2,3,33.94550000000004,3,2,419.3366503287805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2352.552733458171
756,8,5,0,0,3,0,6,2,5,8,7,274.4900285714286,9,3,300.0942621251828,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,2,3130.1234351268504
935,10,7,2,0,1,0,10,0,5,10,5,231.53766666666672,9,0,256.7424245317168,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3155.2236756464204
614,7,3,0,0,4,0,7,0,5,7,6,316.01865,6,0,275.5796259263149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2643.6273915829547
823,6,3,3,0,0,0,5,1,5,6,6,332.50034,9,1,320.15944066122466,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3056.2198991759433
932,9,7,2,0,0,0,9,0,5,9,7,144.631625,9,1,108.27858446545982,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3106.1063369093677
524,3,2,0,1,0,0,3,0,5,3,9,410.69450000000006,7,0,377.4075671212656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3159.956069783768
673,6,6,0,0,0,0,5,1,4,6,8,338.48282,10,0,293.3877415908868,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3203.2544882089646
994,10,2,4,1,3,0,7,3,5,10,6,205.1293111111111,9,8,191.29339863691192,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,3241.771475880337
851,9,7,0,1,0,1,8,1,4,9,8,141.9084125,9,5,132.74804990882456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,3,3602.5983357501104
336,3,3,0,0,0,0,3,0,4,3,9,451.34354999999994,1,0,394.93148099266926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2338.4752951948954
871,8,0,6,0,1,0,6,2,5,8,5,163.9790285714286,8,4,151.84604625160722,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,2436.0649460274817
281,2,2,0,0,0,0,2,0,4,2,6,671.5266999999999,5,1,752.2610165452097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1590.4517778110098
275,3,1,0,2,0,0,3,0,4,3,6,241.4139,5,2,146.2968704617656,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2026.0275052608013
208,0,0,0,0,0,0,0,0,0,0,4,0.0,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,956.3175470244049
82,1,0,0,0,0,0,1,0,5,1,6,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1707.3974968620826
314,3,2,0,0,1,0,2,1,5,3,3,503.08225,5,0,626.458041256962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1136.8884482690235
815,7,6,0,0,1,0,6,1,5,7,3,191.9288,7,1,202.5227104396914,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2091.796467430293
514,4,4,0,0,0,0,4,0,5,4,4,338.47236666666663,6,0,356.7807401577713,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2285.096866084925
709,8,2,6,0,0,0,7,1,3,8,2,210.4583,8,0,192.61611150838579,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2256.477251762359
381,4,2,0,2,0,0,3,1,3,4,1,491.54850000000005,1,1,456.8713022425727,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1394.308922702487
1081,9,2,4,0,3,0,6,3,5,9,7,283.4224,12,1,226.84359480804824,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,6504.402028015852
949,6,6,0,0,0,0,4,2,5,6,10,398.76678000000004,10,0,394.1909839226845,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,3022.028410275161
1013,12,6,2,1,3,0,9,3,5,12,8,230.8114090909091,16,5,237.97083411731757,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,1,5,5521.261227446179
830,6,3,3,0,0,0,5,1,5,6,7,368.86800000000005,9,0,349.050180000817,0,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2078.6535257234896
1333,15,8,5,2,0,0,13,2,3,15,8,178.90718571428573,10,0,177.07316039124743,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,6044.7546303405115
1042,8,6,0,0,2,0,6,2,5,8,8,332.5646428571428,13,2,334.5993090524299,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3986.867458191663
928,9,6,0,0,3,0,9,0,4,9,11,313.3493375,12,1,294.9552661978309,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5000.496490371948
833,7,0,6,1,0,0,4,3,5,7,8,322.0695,13,1,283.8702990062648,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,5358.265352370281
788,9,3,6,0,0,0,7,2,4,9,10,272.54564999999997,10,1,272.29950653012605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,4865.970080781866
569,6,5,1,0,0,0,6,0,5,6,10,251.9422000000001,4,2,236.7270877739421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,3793.1390968197557
1216,12,3,6,3,0,0,8,4,5,12,10,142.6167181818182,14,2,142.57440100851167,0,0,0,1,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,1,1,6,4528.9011441898365
362,4,3,0,0,0,0,4,0,5,4,10,425.08500000000004,5,0,405.612452638466,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3801.9596911561753
733,6,6,0,0,0,0,6,0,4,6,6,423.58046,8,1,540.4366860476887,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,3386.6059688575515
856,8,8,0,0,0,0,7,1,4,8,4,117.84234285714287,10,4,48.698213870713076,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,924.8633958078614
452,5,2,0,2,1,0,4,1,5,5,8,248.50962499999997,6,0,270.29156766899433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3103.1745194439795
592,6,3,3,0,0,0,4,2,5,6,7,400.57806000000005,10,1,408.050905310184,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,2,1728.2093031755228
749,7,1,5,1,0,0,7,0,5,7,6,271.8244833333334,12,2,297.84211052267534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,3609.0074577717874
556,8,6,0,2,0,0,8,0,5,8,9,250.39145714285718,7,0,266.0477444614617,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,3208.1942304561016
1026,9,6,2,1,0,0,8,1,5,9,7,251.3965125,9,4,320.08097034996587,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,3983.1687011551603
841,8,3,4,0,1,0,5,3,3,8,6,301.1510285714286,2,5,315.5302785054461,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3595.005097298822
487,1,0,0,0,0,0,1,0,4,1,7,0.0,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2519.8059524337896
437,2,1,1,0,0,0,2,0,5,2,6,689.1028000000001,4,0,823.8108526704635,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1945.9381260806351
433,5,3,0,1,1,0,5,0,5,5,6,349.6388,8,0,373.7126256580871,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,2505.5476492013004
799,9,7,0,1,0,0,9,0,5,9,6,135.0462875,11,0,168.48512524081514,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,2025.2185117765134
346,5,2,1,2,0,0,5,0,4,5,4,257.93305,3,4,321.40916425117837,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270.198480820862
1212,11,11,0,0,0,0,11,0,5,11,3,142.18746000000002,10,1,152.36494657745456,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2870.500356622911
803,9,3,6,0,0,0,9,0,4,9,3,173.686275,7,0,146.76815730880884,0,2,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1,2630.5356275123922
267,2,1,0,0,1,0,2,0,5,2,6,436.124,6,0,953.182992724796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1393.672189935232
420,4,3,1,0,0,0,4,0,3,4,4,311.8389333333334,7,0,327.26626185001766,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,2067.1042510228094
328,3,3,0,0,0,0,3,0,5,3,6,20.52150000000003,3,0,78.18020262292325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1671.772936438849
1573,16,12,1,2,1,0,11,5,5,16,11,146.80720000000002,17,10,138.27004923266853,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,9,8414.679180291421
447,4,1,1,2,0,0,4,0,5,4,15,191.48643333333337,6,2,205.6767795180399,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,5231.081903927268
814,8,6,2,0,0,0,8,0,5,8,13,219.73448571428574,10,2,217.74539711525773,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,5428.850283639882
1357,14,9,2,3,0,0,14,0,4,14,12,164.89974615384614,15,7,168.85699599311354,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,7,5786.95166875261
1133,7,4,1,0,2,0,6,1,5,7,14,263.49285000000015,16,0,264.90996956243845,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5832.771454563111
1612,14,7,5,1,0,0,11,3,5,14,12,145.03009999999998,20,1,138.75974840512507,1,2,0,1,0,1,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,0,2,5925.118369655987
1287,12,4,2,3,3,0,12,0,5,12,10,192.49208181818184,18,4,203.31869647443884,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,5597.108695076862
1762,22,11,9,2,0,0,21,1,4,22,11,104.11074761904761,18,2,104.62463638970745,0,1,1,0,0,0,1,0,0,0,0,1,0,2,1,0,4,0,3,0,0,0,1,6862.718901764081
1647,11,9,0,1,1,0,9,2,4,11,8,180.35086,17,3,128.35393278706042,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9445.845009072384
812,6,2,0,0,4,0,6,0,5,6,8,379.66618000000017,6,3,296.7492584694927,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,6133.910311538051
906,4,4,0,0,0,0,4,0,5,4,7,409.9104333333334,10,0,551.0601327789947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1977.9093882850368
714,8,8,0,0,0,0,8,0,5,8,6,260.6921571428572,8,2,326.54420002611215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2846.875059574424
764,7,4,2,0,1,0,7,0,5,7,4,282.5556833333333,7,0,293.0199881427176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458.6923843435698
1042,11,4,6,1,0,0,9,2,5,11,7,105.16839999999999,8,2,138.49228868988797,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,2,4398.370148032162
733,7,3,4,0,0,0,6,1,3,7,4,299.56745,11,0,281.72597335218,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2529.778364889586
506,4,1,3,0,0,0,2,2,5,4,7,70.77700000000004,6,0,80.8581749463832,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2678.6065357832717
784,7,6,1,0,0,0,7,0,5,7,8,302.6406666666667,10,2,333.92875027722926,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4149.261144476716
417,2,2,0,0,0,0,2,0,4,2,7,855.3861,8,0,991.7878597891997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2267.952347157066
398,4,1,2,0,1,0,4,0,4,4,9,594.8743666666666,7,2,717.2445700663374,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3664.1758917093257
1061,12,1,10,1,0,0,12,0,3,12,7,148.17188181818184,2,1,156.55013789418456,0,1,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3480.6575562492953
1430,15,14,1,0,0,0,12,3,5,15,13,116.96090714285715,14,3,127.69477358016802,0,0,0,1,3,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,6944.0692615430235
1550,14,5,7,0,2,0,10,4,5,14,8,175.59384615384613,15,7,138.49931508976007,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,7432.455088990568
1537,14,10,2,1,1,0,13,1,4,14,13,173.60541538461536,15,4,152.20125089408504,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,2,0,0,0,0,0,4,4968.756222113525
1175,15,9,3,1,1,1,10,5,4,15,10,140.72282857142855,17,3,127.22220623549177,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,7099.038609768044
573,3,3,0,0,0,0,3,0,5,3,12,282.09299999999996,9,0,471.93424678909776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6307.990062871235
1414,12,7,3,0,0,0,4,8,5,12,12,187.84238181818182,15,5,204.9777222458076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,7061.165900209268
955,7,1,0,2,4,0,7,0,5,7,7,223.0177166666667,11,3,288.8616737806632,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5690.814441972843
1087,5,1,1,2,1,0,5,0,5,5,14,456.6705,17,2,430.8503406932439,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,5192.26382458834
1505,16,0,13,1,1,0,13,3,4,16,13,138.90547333333333,14,2,98.53371057540616,1,0,0,0,0,0,1,0,0,4,0,0,0,1,2,0,1,0,1,0,0,0,2,6801.848011087279
1167,15,11,0,1,3,0,11,4,4,15,14,133.85302142857142,3,2,110.1797166473698,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,7323.6035812673035
904,8,2,5,0,0,1,7,1,5,8,10,84.48064285714285,13,1,96.69015910247036,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2739.6167744503628
400,2,0,0,1,1,0,2,0,5,2,10,384.5638,5,0,320.30838061708977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3342.343410314163
592,5,2,0,2,1,0,4,1,4,5,10,261.775725,8,2,226.55378149156064,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,3703.3352879676727
824,7,5,0,0,2,0,6,1,4,7,9,225.5296166666667,9,1,189.93128634810168,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,4400.63787586182
520,4,0,0,0,4,0,4,0,5,4,10,41.00999999999999,8,1,52.44733897261784,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,4370.265587750703
1340,13,8,5,0,0,0,12,1,5,13,7,118.47455000000001,14,3,96.10203095378638,1,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3631.2266169810096
1019,12,5,6,1,0,0,10,2,5,12,4,125.68726363636364,11,2,143.52767850537793,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,6049.711941385711
1178,11,11,0,0,0,0,10,1,5,11,4,78.61001000000005,10,5,37.251791822603764,1,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3124.977199562714
945,11,6,2,3,0,0,9,2,5,11,5,125.97798,10,2,93.61692737334944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,4902.417511332004
510,3,3,0,0,0,0,2,1,5,3,7,83.89550000000008,6,0,110.46649105533312,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3282.0311724565076
294,2,1,1,0,0,0,2,0,5,2,6,214.96899999999982,4,1,114.89113719697394,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2257.2691288151764
1884,23,21,0,1,0,1,15,8,5,23,8,102.60355454545456,23,9,91.91102407578977,0,0,0,0,0,0,3,0,0,1,0,2,2,1,2,2,2,1,2,0,0,0,1,6290.675551572289
2114,19,17,1,0,0,0,14,5,5,19,20,116.88796666666667,20,2,126.05550878612786,1,0,0,2,1,1,0,0,2,1,0,0,1,2,1,1,1,0,0,0,0,0,1,5744.886023627067
1091,8,8,0,0,0,0,7,1,5,8,14,251.2647142857143,13,1,303.92248039561355,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5178.358991665282
2363,25,18,5,0,1,1,22,3,5,25,16,73.64110833333334,21,2,51.546863661054196,1,1,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,0,2,0,2,10224.396777033982
1577,19,8,6,0,5,0,17,2,5,19,15,126.91866666666667,16,2,110.97584405611111,0,1,1,1,0,1,0,0,0,0,0,0,3,0,0,1,4,0,1,0,0,0,3,7972.059264021295
1117,12,8,0,0,2,2,10,2,4,12,16,177.46612727272728,18,1,195.47479345999497,0,0,0,0,0,1,0,0,1,0,0,2,2,1,0,1,0,0,0,0,0,0,4,7165.487222184123
815,7,6,0,0,1,0,6,1,4,7,17,276.4081,14,2,251.94456654937812,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5735.286659474004
1224,7,6,0,0,1,0,6,1,4,7,15,341.7655,14,1,344.2497088621703,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,6,8498.76369506355
1703,19,12,0,0,6,0,11,8,4,19,14,114.29693333333333,12,10,124.5734846741936,4,0,0,2,0,0,0,0,0,0,1,1,2,1,0,0,0,1,1,0,0,0,4,6867.7529400419135
383,4,3,0,0,1,0,4,0,5,4,5,326.66269999999986,6,0,386.7604859035544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2553.885931417295
1026,15,9,0,0,5,1,15,0,4,15,4,93.70177142857142,13,2,91.01976991734308,5,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,0,1,2456.8672383599655
