003233802781215162569_1705755631.dem,"[4, 5, 7, 13, 21]"
003233810267343159484_0065818991.dem,"[20, 22, 24]"
003233814774911336673_0341181196.dem,"[2, 7, 22]"
003233861368864047172_0229811965.dem,"[3, 8, 10, 13, 14, 18, 23, 24, 28]"
003233953109365489856_0612222886.dem,"[4, 15, 22, 23, 24, 26, 28]"
003233958254736310488_0357761464.dem,"[8, 10, 11, 15, 17]"
003233964256953106464_0331711948.dem,"[4, 5, 12, 17, 19]"
003233975919936798908_1466375810.dem,"[5, 10, 11, 13]"
003233980700235399433_1622346947.dem,"[15, 20, 21]"
003234029858283585541_1346003224.dem,"[4, 9, 10, 20]"
003234043578556612714_0358472499.dem,"[4, 19, 27]"
003234058945949597753_1700458905.dem,"[10, 11, 13, 18]"
003234095279225438338_0625242824.dem,"[4, 8]"
003234114149164253250_0765173427.dem,"[4, 12, 21]"
003234152327128547519_1511110679.dem,"[5, 10, 19, 21, 22, 25]"
003234162020869734720_2073484194.dem,"[4, 9, 13, 22, 23]"
003234166401736376403_2049388501.dem,"[11, 14, 23, 25, 27]"
003234230214212976679_0060153988.dem,"[7, 13]"
003234289259275878480_0362956463.dem,"[10, 15]"
003234295854198161560_0534533294.dem,[12]
003234302444825477464_0239611541.dem,"[6, 11]"
003234306325328429187_1812381081.dem,"[4, 10, 12, 19, 23, 24]"
003234312879448523087_0534533294.dem,"[8, 19]"
003234333765874483534_0267899684.dem,"[4, 8, 20, 22]"
003234382554555482136_2002900418.dem,"[10, 23]"
003234508094302060888_1428523514.dem,"[9, 12, 18, 29]"
003234541865629909201_0781585885.dem,"[11, 27]"
003234578370704441379_1169928603.dem,"[4, 8, 11, 13, 14, 21]"
003234603131190902851_0235250397.dem,"[5, 19, 26]"
003234627960396841181_0371213850.dem,"[7, 18, 25, 26, 27, 28]"
003234703526051446932_0715192885.dem,"[11, 21, 25, 27, 29]"
003234717237734539552_1184153542.dem,"[4, 6, 8, 11, 14]"
003234721427475136712_1748159198.dem,"[4, 8, 9, 12]"
003234762940481536034_1699448679.dem,"[4, 13]"
003234764308428619910_1429272692.dem,"[4, 27, 30]"
003234790688117751830_1703916925.dem,"[7, 8, 11, 14, 19]"
003234818929675206783_0238582186.dem,[9]
003234857000265318613_0935537365.dem,"[7, 9, 11]"
003234882982669975686_0500848462.dem,"[10, 28]"
003234902483968983213_2095638882.dem,"[3, 4, 25, 27]"
