"damage","rifle","sniper","pistol","smg","grenade","preplant.kill","postplant.kill","total.kills","total.deaths","avg.kill.time","assists","alone.kills","Avg.Distance.to.A.bomb..on.kill.","alone_death","total_distance_traveled","Role"
1183,3,7,0,0,0,10,0,10,8,143.7709333,14,0,126.7243788,2,3678.638177,"3"
707,6,0,0,0,0,6,0,6,7,176.3034,9,0,201.1647356,0,4331.958858,"0"
1104,6,2,1,1,0,8,2,10,9,183.08,11,1,182.9717893,1,2941.762145,"0"
635,1,2,0,2,0,4,1,5,8,270.2205,2,0,261.0030851,1,3793.80116,"3"
1006,0,0,1,8,0,7,2,9,11,178.052225,10,5,155.3576132,3,4560.357244,"4"
979,4,3,0,0,0,6,1,7,10,240.4449167,14,2,206.4438894,1,3600.631248,"2"
709,6,0,0,0,0,6,0,6,9,232.28482,12,2,186.3680234,1,4703.630418,"2"
718,8,1,0,0,0,9,0,9,7,199.733975,9,5,245.5626488,3,3679.47625,"2"
1471,6,6,1,0,0,12,1,13,10,176.329375,16,2,147.8931537,0,5675.148626,"1"
986,5,2,1,1,0,7,2,9,8,233.59265,9,1,172.9323502,1,5388.170172,"0"
275,1,2,0,1,0,3,1,4,4,395.684,6,1,478.448434,2,2833.390651,"3"
964,5,0,0,0,0,5,1,6,11,330.43794,12,0,328.9345405,2,6036.923557,"2"
936,5,2,0,0,0,7,0,7,9,183.2324333,12,2,154.8413058,2,3840.242925,"2"
1186,10,1,0,0,0,9,2,11,7,138.50572,9,0,145.9933838,1,2717.763389,"1"
739,5,1,0,1,0,5,2,7,8,163.2767333,9,1,189.745972,2,4525.558014,"2"
883,8,0,1,0,0,7,2,9,6,106.131175,13,3,103.4999399,1,5795.647282,"1"
591,4,0,0,0,0,3,1,4,10,313.5726,8,3,481.6572962,2,2721.547231,"4"
880,3,3,1,0,0,6,1,7,7,158.5261,11,0,149.3690585,1,4150.604365,"0"
1056,7,0,0,1,0,7,1,8,9,150.8769714,12,1,106.0040887,1,3674.354011,"0"
692,6,0,0,1,0,5,2,7,9,214.1793167,10,2,224.7902653,3,4680.520485,"4"
749,9,0,0,0,0,8,1,9,9,76.6116125,3,2,72.33252281,3,5191.888766,"1"
740,4,0,3,0,0,6,1,7,10,202.5600667,12,2,167.7854801,2,3906.481442,"2"
1685,11,2,2,0,0,13,2,15,9,136.2658929,18,2,126.6654389,2,5739.650678,"0"
563,2,0,0,0,0,2,0,2,9,719.052,9,0,1001.976266,3,4467.786566,"2"
1285,6,1,0,4,0,9,2,11,9,190.71604,13,1,160.7144221,1,4709.791279,"1"
520,2,0,0,0,0,1,1,2,10,1114.9423,8,0,1319.10251,0,2502.860007,"0"
1106,12,1,1,0,0,14,1,15,7,132.4283786,14,5,120.4251673,3,5753.4818,"0"
849,2,2,0,4,0,8,0,8,8,244.7696286,10,3,222.6878304,3,5668.757103,"2"
599,4,0,0,1,0,1,4,5,9,345.8685,7,4,330.9472128,2,6055.714259,"4"
910,4,2,0,2,0,8,0,8,4,158.4001,7,1,117.9194298,0,2468.373789,"0"
664,5,1,0,0,0,4,2,6,6,204.42032,7,0,218.7427422,1,3358.518299,"0"
808,10,0,0,0,0,9,1,10,2,126.7664222,8,0,98.4529518,0,3024.992738,"0"
589,2,2,1,0,0,4,1,5,3,272.410325,8,1,186.1399855,0,1155.6177,"0"
674,0,3,0,1,0,4,0,4,7,271.9728333,7,0,246.0928495,0,2056.488004,"3"
167,2,0,0,0,0,2,0,2,8,446.9956,3,0,79.85556271,0,1676.177043,"0"
378,4,0,0,0,0,4,0,4,9,162.2398667,6,1,35.78073929,6,2332.432762,"0"
405,1,3,0,0,0,3,1,4,8,345.6594333,3,2,453.1508189,2,2348.290849,"4"
356,0,1,0,1,0,2,0,2,8,918.8068,4,0,875.8353331,3,3178.655013,"3"
970,1,8,1,0,0,7,3,10,2,76.57016667,13,5,78.75536611,2,3693.692306,"3"
894,7,0,0,0,0,6,1,7,14,137.2866667,12,0,100.5221654,0,4209.538845,"0"
760,4,1,0,0,0,5,0,5,10,319.7564,9,0,348.8889855,0,4385.50523,"0"
1066,7,0,2,0,0,9,0,9,12,213.134375,11,0,269.9428353,3,4711.817411,"2"
950,8,0,0,0,0,8,0,8,10,222.7612,14,1,301.0332095,1,4969.697927,"0"
944,8,1,0,0,0,8,1,9,9,186.4261875,14,2,182.9962703,1,5974.446142,"4"
1781,11,4,0,0,0,14,1,15,8,129.9466429,14,2,148.1146403,2,4936.779674,"0"
927,8,2,2,0,0,4,8,12,8,162.0848909,11,4,203.9046714,3,5682.736925,"4"
554,5,0,0,0,0,5,0,5,10,415.08705,9,1,553.6383453,3,4353.581933,"2"
474,7,0,0,0,0,6,2,8,5,211.0938143,2,1,220.8683567,0,4588.041194,"0"
967,2,0,0,7,0,6,3,9,5,217.0712875,13,0,225.5356781,1,3102.463428,"0"
953,4,6,0,0,0,10,0,10,3,193.3446444,11,1,188.4408327,0,2791.216582,"3"
695,4,0,0,2,0,5,1,6,6,433.42684,12,1,452.228264,1,2491.14524,"0"
346,4,0,0,0,0,2,2,4,4,426.5843333,7,1,339.9758118,0,3109.708967,"0"
274,1,1,0,0,0,2,0,2,5,1630.429,4,0,1507.84879,0,1867.172668,"3"
873,6,0,1,3,0,9,1,10,7,238.3165778,12,1,227.1686345,2,2806.109903,"2"
337,3,0,0,0,0,2,1,3,6,421.15615,6,1,294.8368884,1,2704.314255,"0"
501,1,2,1,0,0,2,2,4,6,356.3756667,7,1,298.6474878,2,2314.058816,"3"
363,1,0,1,0,0,2,0,2,7,1848.6179,6,0,1507.026531,2,3114.180853,"3"
302,1,1,0,1,0,2,1,3,4,940.51435,1,0,713.3121935,1,1933.158361,"3"
511,1,4,0,0,0,4,1,5,9,201.443025,6,0,151.1407329,1,2456.442901,"3"
775,4,0,1,0,0,5,0,5,8,163.162625,7,0,96.47002967,0,2293.759717,"0"
817,2,2,0,3,0,7,0,7,8,150.35565,10,1,93.36511094,1,2893.583614,"0"
791,2,3,0,2,0,7,0,7,8,232.9488667,9,0,248.4754282,2,3340.945043,"2"
604,4,2,0,0,0,6,0,6,8,204.19974,9,2,249.7366459,2,3845.305405,"2"
462,1,1,0,0,0,2,0,2,8,246.638,7,0,308.901143,2,2896.585761,"3"
1032,3,7,1,0,0,9,2,11,4,158.96032,10,0,155.4054908,0,3876.392193,"3"
680,0,3,3,0,0,6,0,6,8,191.08488,8,4,164.967275,2,3940.678833,"2"
1381,9,2,2,0,0,12,1,13,6,90.20135833,11,3,80.08132998,1,4303.466651,"1"
715,4,3,2,0,0,7,2,9,4,195.7623375,1,1,206.2015047,0,2608.184715,"0"
943,9,0,0,0,0,7,2,9,3,114.9759125,13,3,116.7718748,2,1065.297263,"1"
1006,7,0,0,2,0,7,2,9,8,115.2298375,11,1,144.4831118,0,3198.171632,"1"
463,6,0,0,1,0,7,0,7,4,162.3291,5,3,218.6739926,1,2622.790877,"2"
659,4,0,0,1,0,5,0,5,5,121.8445,11,0,141.336671,0,2793.298413,"1"
560,4,1,0,0,0,3,2,5,8,223.16925,8,1,281.5663414,2,3148.618522,"2"
400,4,0,0,0,0,3,1,4,8,303.3101,6,2,327.7237439,3,3486.96509,"4"
674,6,0,0,0,0,6,0,6,7,208.59144,9,4,214.4781676,3,4635.749163,"4"
523,4,0,0,0,0,2,2,4,8,302.831,6,0,346.6859623,1,2454.14922,"0"
762,3,2,2,0,0,6,1,7,7,118.4922167,3,2,92.42854769,1,3444.309488,"1"
710,5,0,0,0,0,5,0,5,9,121.45875,7,2,75.49464159,2,3153.265891,"1"
785,2,1,0,6,0,4,5,9,8,199.0414125,12,2,261.1761101,3,5213.759722,"4"
917,7,0,0,0,0,5,2,7,8,258.2627667,10,2,176.0507826,4,5978.143816,"2"
431,4,1,0,0,0,1,4,5,8,208.6558,7,2,176.1774542,3,5033.506489,"4"
237,0,0,0,0,0,1,0,1,9,0,5,0,0,3,3294.931851,"1"
1222,8,3,2,1,0,11,3,14,4,135.8683462,14,3,132.3183047,0,4724.982516,"0"
860,6,0,1,0,0,4,4,8,6,183.8862857,9,4,228.3785769,1,2844.397706,"2"
652,5,0,0,0,0,5,0,5,6,394.856,8,2,409.7701695,1,2558.741732,"4"
706,4,2,0,0,0,5,1,6,6,349.24462,9,0,348.5082675,0,3297.152834,"0"
794,8,0,0,1,0,6,3,9,5,215.4729625,1,1,232.123063,2,4222.005725,"2"
1843,10,3,2,0,0,9,7,16,12,148.8474933,17,4,119.7609409,4,8382.781069,"0"
1173,4,3,1,2,0,7,3,10,14,228.7811,14,1,198.946598,2,6297.678522,"2"
975,2,3,0,2,0,6,1,7,12,237.44725,12,0,226.2621584,2,5703.908473,"2"
1190,7,2,2,0,0,8,3,11,11,225.22464,11,3,204.0958995,3,4325.807294,"2"
636,4,0,0,4,0,6,2,8,10,319.8518714,11,0,276.2675685,2,4915.610758,"2"
424,1,1,1,0,0,2,1,3,13,1207.2135,8,1,1007.092042,2,4332.379123,"3"
528,2,0,0,0,0,1,1,2,13,1508.321,10,0,907.8535006,1,4742.059258,"0"
2040,7,2,2,12,0,17,6,23,9,110.2538364,21,0,115.4639578,3,6080.697111,"1"
540,1,1,0,0,0,1,1,2,9,857.7545,7,0,720.1930895,2,4979.214269,"3"
927,7,0,0,0,0,5,2,7,10,271.54955,11,1,316.8014109,4,4647.869841,"2"
919,1,1,0,5,0,7,0,7,12,237.1833167,9,0,227.8093882,0,2452.476646,"3"
555,2,2,0,0,0,2,2,4,10,611.7691,9,1,624.9038938,2,4752.191906,"2"
889,7,1,1,1,0,9,1,10,10,170.8781667,11,1,146.8455711,1,3078.062875,"0"
537,4,0,0,0,0,4,0,4,9,625.0220333,7,1,599.6137623,1,3721.831355,"0"
1084,5,7,0,0,0,10,2,12,6,147.4188909,11,2,156.7774821,2,3870.714271,"3"
872,6,0,0,0,1,7,0,7,9,290.8243667,10,0,261.6707515,0,3197.70719,"0"
1035,9,0,0,0,0,9,0,9,7,211.5152875,4,0,236.713954,1,2780.394322,"0"
694,4,0,0,0,0,4,0,4,7,697.2925667,9,0,789.1626175,0,3007.676553,"0"
683,3,4,0,0,0,5,2,7,5,283.4608167,9,0,340.4992371,1,2571.39243,"0"
659,4,0,1,0,0,3,2,5,7,334.39875,8,0,195.1509722,2,1549.708168,"2"
518,4,1,0,1,0,5,1,6,6,338.46504,8,0,293.2958577,1,3314.377252,"0"
768,3,4,0,0,0,5,2,7,5,314.4673833,8,2,273.1400355,2,2802.618154,"2"
495,1,2,0,0,1,3,1,4,6,573.2977,8,1,637.935481,0,2995.67799,"3"
491,3,0,0,0,0,2,1,3,7,229.87655,6,0,384.36711,1,2683.198824,"0"
839,4,3,0,0,0,6,1,7,5,250.0422333,8,1,149.9652354,0,2805.669575,"0"
895,6,2,0,0,1,5,4,9,7,181.628125,9,3,115.1532627,0,3280.33171,"0"
847,6,2,0,0,0,6,2,8,6,301.8214,9,1,296.720314,1,3870.219596,"0"
708,2,3,0,0,0,5,0,5,6,381.10415,12,1,321.7006523,1,2631.754284,"0"
748,4,5,0,0,0,9,0,9,7,231.7627,8,2,257.9361655,1,4873.728915,"3"
1463,15,1,0,0,0,15,1,16,6,163.8186667,16,3,133.0939357,3,5531.689784,"0"
578,2,0,0,0,0,1,1,2,8,1407.78,7,0,2054.418527,1,2661.595488,"0"
575,2,2,1,0,0,5,0,5,9,601.287625,9,2,574.5432838,1,3531.511236,"4"
1597,6,8,0,0,0,12,2,14,7,144.27,18,0,160.8969444,0,6472.667531,"1"
535,5,0,0,1,0,5,1,6,9,356.838,10,3,352.9590208,3,2731.245901,"4"
811,6,0,0,1,0,6,1,7,8,277.6445,11,1,297.8994212,3,3795.716912,"2"
318,0,0,1,0,0,0,1,1,7,0,5,0,0,2,2656.195795,"1"
1125,12,0,0,1,0,9,4,13,12,207.4349583,16,2,226.6929795,2,7745.899463,"4"
464,1,0,0,1,0,2,0,2,9,424.9673,10,0,6.890305731,1,5588.117353,"3"
1482,15,0,1,2,0,12,6,18,9,142.6549118,20,6,123.7577642,3,6490.152766,"4"
1758,7,1,0,2,1,11,0,11,13,239.97179,19,0,237.0145671,3,6486.093835,"1"
1330,7,4,1,1,0,9,4,13,8,207.348925,13,2,205.7143786,4,7221.830066,"4"
898,7,0,0,3,0,5,5,10,13,192.0386778,10,2,192.4668446,3,5553.284247,"4"
880,6,1,0,0,0,4,3,7,11,310.9935,12,2,306.2718787,1,4087.133872,"4"
1074,3,4,1,1,1,9,1,10,11,296.8372889,13,1,280.5490696,1,5617.540851,"0"
1597,9,6,0,2,0,13,4,17,11,166.0175063,5,3,143.2144123,1,4950.149175,"3"
1274,11,0,1,0,0,7,5,12,8,160.6253182,14,2,157.6354789,3,4453.857744,"4"
1060,4,5,0,2,0,9,2,11,10,210.7758,12,0,206.1791831,3,4969.017657,"3"
1261,11,1,0,1,0,9,4,13,6,197.47375,11,4,213.3906086,1,5550.805205,"4"
738,6,0,0,0,0,6,0,6,11,450.70744,12,2,534.650352,1,6737.428539,"4"
723,1,5,0,0,0,6,0,6,11,395.20274,9,2,352.2475694,4,3627.586739,"3"
984,6,1,0,1,0,8,0,8,12,318.3706571,13,1,366.8996717,3,4920.481328,"2"
1058,7,0,1,2,0,8,2,10,10,233.0180444,10,4,231.5930723,2,4365.833013,"2"
1308,8,3,3,0,0,6,8,14,10,159.0289385,14,5,141.9316489,1,4900.608922,"0"
813,6,1,1,0,0,4,4,8,11,187.8405714,4,3,206.8585228,4,3843.018341,"2"
1750,8,4,3,2,0,17,0,17,12,161.6824062,17,5,189.4125597,6,7533.508157,"4"
993,6,4,0,0,0,10,0,10,12,236.5897333,13,3,264.8027373,2,6770.201749,"2"
1192,11,0,0,1,0,10,2,12,10,236.7598364,14,6,283.5787051,3,7088.355059,"4"
758,2,0,0,2,0,4,0,4,13,156.4023333,15,0,160.5030643,3,4018.329927,"2"
619,2,0,1,1,0,4,0,4,13,654.4366667,12,0,656.92601,3,6273.091951,"2"
1101,11,0,0,3,0,10,4,14,9,200.2270923,15,7,220.2725973,2,6681.492379,"4"
1526,6,1,1,4,1,12,1,13,12,216.9413,16,0,246.4194327,0,5083.025555,"1"
1278,2,9,1,0,0,12,0,12,10,201.9754364,16,4,203.2515246,1,5943.883386,"1"
1537,8,5,0,2,0,15,0,15,8,171.14805,20,2,213.8948909,2,7344.662214,"1"
1005,4,1,0,2,0,7,0,7,9,370.28305,9,4,383.4736014,2,3036.024047,"4"
798,7,0,0,0,0,5,2,7,8,163.1984167,9,2,215.5971359,1,4220.403657,"4"
866,10,0,0,0,0,4,6,10,6,105.7253889,11,3,118.0395331,2,4478.570245,"1"
313,1,2,0,0,0,3,0,3,10,614.76015,4,1,515.1695101,2,2575.858996,"3"
530,4,0,0,0,0,4,0,4,10,126.431,8,0,249.4786405,1,3131.014209,"0"
1038,8,0,0,0,0,8,0,8,8,183.2231571,13,0,196.7168638,3,4743.782733,"2"
680,5,1,0,0,1,5,2,7,8,240.9427667,10,1,339.194397,3,3729.868603,"2"
835,7,0,0,2,0,8,1,9,10,182.16825,11,1,147.6155662,0,5431.912215,"0"
965,2,4,2,0,0,8,0,8,8,168.5908143,9,2,165.5119766,3,4180.890606,"4"
553,4,0,2,0,1,5,2,7,6,235.1029833,4,1,212.8379786,1,3621.160955,"0"
800,6,0,0,0,0,5,1,6,8,252.717,9,0,194.8005416,3,4676.564599,"2"
616,1,0,0,1,1,3,0,3,9,371.0681,14,1,512.1872991,1,5037.133077,"3"
929,3,7,0,1,0,9,2,11,8,94.79155,8,1,140.3793957,2,2670.692593,"3"
1442,8,0,2,0,1,11,0,11,9,136.83189,15,0,143.8705167,0,4417.94049,"1"
1260,13,0,1,0,0,7,7,14,4,100.8075154,10,3,126.9593106,1,4948.788515,"1"
1120,8,1,0,0,0,8,1,9,9,175.415475,13,1,174.7675285,3,4673.815496,"2"
840,5,1,0,0,0,6,0,6,9,136.713,11,0,72.57878925,2,5690.503316,"0"
708,4,0,0,2,0,6,0,6,10,149.75872,5,1,143.8944148,3,4775.8296,"0"
555,2,0,0,0,0,2,0,2,14,6.094,9,1,61.94297743,2,3443.946739,"1"
1166,5,3,2,0,0,10,0,10,11,185.3061556,15,1,205.5640503,2,7094.874357,"2"
838,4,0,0,0,0,3,1,4,11,522.3435667,12,2,527.3155427,0,3874.802847,"4"
1166,0,4,0,0,1,14,4,18,11,122.5458765,14,8,126.6285146,4,7516.617844,"1"
1393,13,0,0,2,0,14,1,15,11,156.3664929,15,2,163.2348175,2,7638.633725,"4"
1442,12,1,1,0,0,13,1,14,7,159.2282462,14,2,175.4951698,3,5488.603396,"4"
1388,11,0,0,0,0,10,1,11,8,201.35892,17,5,178.4214577,2,5986.796163,"4"
805,0,1,3,0,1,4,1,5,12,488.091525,5,1,543.0111015,2,4393.778345,"3"
1256,8,0,0,0,0,8,0,8,10,319.3598429,14,0,303.4727654,1,3952.097865,"0"
937,7,0,0,0,0,6,1,7,9,345.4178167,14,2,334.764803,1,4132.341172,"4"
1153,8,0,0,2,0,10,0,10,9,260.4822444,14,0,253.5675432,3,3562.85047,"2"
940,8,0,0,0,0,9,0,9,12,334.2606125,11,2,316.8764068,2,4296.757074,"4"
1605,8,4,0,2,0,13,1,14,11,184.0480923,17,1,189.8018113,2,6470.965451,"1"
928,7,1,0,1,0,7,2,9,8,332.0064875,10,2,278.8210667,4,5393.061455,"2"
1305,8,1,1,2,0,10,2,12,9,236.7117545,16,1,190.7607883,2,5336.534397,"1"
679,3,0,0,1,0,2,2,4,10,536.6463333,8,0,365.9465187,0,4747.650445,"0"
917,5,2,1,2,0,10,0,10,14,192.4707778,12,0,196.9365636,2,5229.640972,"2"
690,5,0,0,2,1,8,0,8,12,329.0061714,10,2,358.687543,5,7964.435596,"4"
843,9,0,0,1,1,9,2,11,10,206.61057,11,2,248.9557957,3,5383.148429,"4"
1292,14,1,0,1,0,14,2,16,12,127.39394,13,9,125.8155891,6,7062.772628,"4"
1194,10,2,1,1,0,9,5,14,13,129.8202462,11,4,119.126232,4,5648.950795,"0"
1269,10,0,0,0,1,10,2,12,21,194.7273455,16,2,196.1362539,1,7732.423653,"4"
100,0,1,0,0,0,1,0,1,2,0,1,0,0,0,515.4268639,"1"
1554,3,12,2,0,0,14,3,17,8,129.9443375,17,4,137.1324653,1,5412.510257,"3"
2002,17,0,0,1,0,16,2,18,12,137.3872235,17,3,175.4263189,4,7613.590838,"4"
1380,8,2,0,4,0,12,2,14,17,174.7286769,4,2,197.5074536,3,7338.459758,"4"
333,3,0,0,0,0,3,0,3,7,768.50185,6,1,974.0573388,2,2568.687563,"2"
499,3,0,0,0,0,2,1,3,7,721.1307,6,1,646.7657769,1,1453.499553,"0"
752,6,1,0,0,0,7,0,7,6,148.3386833,8,5,145.8072469,3,2370.781277,"0"
584,1,0,2,1,0,4,0,4,7,497.6225333,5,2,697.0001422,4,2602.175608,"4"
542,5,0,0,0,0,6,0,6,5,273.29232,8,2,330.3022572,4,3395.120358,"4"
514,2,0,0,0,0,2,0,2,7,1039.7252,6,1,1052.955532,2,2896.038142,"2"
328,1,0,0,1,0,2,0,2,4,1349.3322,6,0,1328.830513,1,990.969304,"3"
826,1,3,3,0,0,5,2,7,3,216.8503,9,2,211.2254828,0,3988.746722,"2"
1052,14,0,0,0,0,12,2,14,4,119.9622231,11,4,140.7714266,2,3172.042578,"1"
588,7,0,0,0,0,7,0,7,5,240.5645167,2,1,290.1003405,0,3047.534706,"0"
1957,5,5,0,5,0,14,1,15,13,147.1447429,21,2,177.5057258,3,7521.933274,"1"
1040,4,0,1,5,0,8,2,10,16,221.2284556,16,3,257.4589767,3,9690.326558,"2"
1504,3,9,3,1,0,15,1,16,11,123.8160733,17,1,125.5386945,1,7383.301088,"1"
1721,6,4,1,0,0,10,2,12,17,172.0802636,18,2,164.0626166,2,7116.802294,"4"
1649,5,7,1,4,0,15,3,18,15,126.2944588,20,4,99.72623855,5,8661.944855,"1"
1388,7,2,4,0,0,13,0,13,15,140.3360083,17,3,164.4602808,4,8842.457901,"4"
915,7,0,0,2,0,7,2,9,14,204.8841625,4,1,262.6287774,2,6594.288622,"2"
959,5,5,0,0,0,9,1,10,3,161.7602222,7,2,154.2638831,1,2043.11134,"3"
672,7,0,0,0,0,7,0,7,5,168.1954167,7,0,146.5355116,0,2082.293722,"0"
677,3,2,1,0,0,4,2,6,4,268.72084,7,2,283.4105903,0,3063.704508,"2"
305,2,3,0,0,0,5,0,5,2,202.808,4,2,155.2298769,0,3188.007957,"2"
573,1,1,0,2,0,4,0,4,7,275.6723333,5,3,162.6071102,2,2581.770776,"2"
469,0,2,4,0,0,5,1,6,6,267.1018,7,2,295.5240773,2,2094.456271,"4"
395,3,0,0,1,0,4,0,4,7,489.0104667,4,0,562.3659038,2,1867.572728,"2"
720,5,0,0,0,0,5,0,5,6,345.433925,6,0,258.4861134,0,1676.136789,"0"
129,0,0,0,0,0,0,0,0,7,0,2,0,0,3,1851.813804,"1"
379,3,0,1,0,1,5,0,5,5,317.11445,7,2,290.194366,0,2007.796314,"2"
904,3,4,2,0,0,9,0,9,5,190.428075,10,2,268.4047067,2,5171.868393,"4"
628,3,0,0,2,0,4,1,5,5,349.7706,8,1,249.8364192,0,2906.644239,"0"
1211,1,13,0,0,0,12,2,14,5,101.8294846,13,1,78.39940388,2,3344.142631,"3"
651,3,0,0,0,0,1,2,3,5,23.4275,7,0,252.904866,1,2406.48567,"1"
361,2,0,0,0,0,0,2,2,8,14.097,5,1,343.2454878,2,3194.881151,"1"
585,0,0,0,4,0,5,0,5,8,362.87525,9,2,339.6728301,4,2939.107763,"4"
1032,7,3,0,1,0,8,3,11,7,147.84139,9,2,171.5492641,2,4228.4678,"4"
529,4,0,0,0,0,3,1,4,6,24.683,7,3,16.98728922,1,2386.363369,"1"
404,2,1,0,0,0,1,2,3,7,644.3093,4,0,652.4617601,3,2859.027394,"2"
1859,15,0,0,3,0,14,4,18,9,84.99507647,15,3,84.2407826,3,6955.974852,"1"
1357,8,0,2,2,0,11,1,12,10,133.3827364,18,1,135.0984654,1,6712.406294,"1"
1116,3,2,1,1,0,7,0,7,11,192.5013667,14,1,231.8665033,0,5772.052426,"0"
859,3,3,1,0,0,7,3,10,9,146.5698667,14,2,143.6490473,1,5435.269711,"0"
1429,9,0,0,1,0,8,2,10,12,65.93895556,16,3,68.18388991,2,8031.737406,"1"
1450,9,0,0,0,1,10,0,10,11,159.8618556,18,5,161.7641682,2,6623.583554,"4"
768,3,0,0,3,0,4,2,6,12,215.85586,10,4,231.3024091,3,5816.911191,"4"
800,1,0,1,0,1,5,3,8,12,183.7658571,6,1,112.8730003,1,6119.604708,"3"
2254,9,14,1,0,1,18,7,25,9,91.91465,26,4,88.74796649,2,8172.877025,"1"
1944,5,8,2,0,0,14,1,15,13,168.5652857,19,4,155.8373318,2,7610.926576,"1"
1970,10,6,4,0,0,17,3,20,16,139.4121263,16,7,144.7281962,3,9722.979963,"1"
821,2,0,2,2,1,7,0,7,13,392.6728667,13,0,390.5501579,4,5291.591012,"2"
871,8,0,0,0,0,6,2,8,12,134.294,12,0,157.5928439,4,5958.287793,"2"
1411,3,9,0,1,0,12,2,14,14,183.8451615,15,4,167.2321606,2,6850.785219,"1"
1654,15,0,0,1,0,13,3,16,15,128.0649467,19,6,113.6856937,4,7731.984767,"4"
1107,11,0,0,0,0,11,0,11,16,224.06829,12,2,225.3245049,2,7416.110634,"2"
649,3,2,1,0,0,6,0,6,15,437.48902,3,2,352.8688783,5,7642.747301,"4"
512,5,0,0,0,0,5,0,5,8,267.282,5,2,322.9450837,3,4095.183821,"4"
327,3,0,0,0,0,3,0,3,8,108.688,4,0,155.6972197,6,1716.729915,"1"
628,2,4,0,0,0,6,0,6,7,283.63582,7,0,305.933205,0,1973.740954,"0"
848,5,1,2,0,0,8,0,8,8,201.3602429,8,1,182.7334617,3,3470.669924,"2"
169,0,1,0,0,0,1,0,1,1,0,1,1,0,1,491.811976,"1"
777,4,3,1,0,0,7,1,8,13,135.4665714,7,0,114.1404595,0,3510.966193,"0"
606,2,3,0,0,0,4,1,5,9,238.80125,6,0,132.1105134,0,3201.604991,"0"
519,2,2,0,2,0,5,1,6,7,128.244,0,2,149.4527949,3,3545.792219,"2"
887,3,0,1,2,0,6,0,6,13,275.47722,11,1,196.3152523,2,2714.984761,"2"
200,0,2,0,0,0,2,0,2,2,116.8919,1,0,96.38307467,1,722.5081034,"1"
701,3,0,1,0,0,2,2,4,14,210.2698333,8,0,194.2747177,0,2861.355975,"0"
936,5,0,2,0,0,7,0,7,8,178.5622667,12,0,159.1316984,2,3063.60815,"2"
1100,11,0,0,1,0,12,0,12,3,103.4382091,13,2,58.66522277,0,5100.970876,"1"
1117,11,0,0,1,0,11,1,12,5,99.67343636,12,1,56.26785806,0,4822.532057,"1"
634,4,4,0,1,0,7,2,9,6,103.6516125,10,1,100.2086296,2,4829.162068,"1"
613,7,0,0,2,0,9,0,9,6,109.2383875,6,1,89.09894435,0,3627.425971,"1"
204,1,0,0,0,0,0,1,1,5,0,4,0,0,1,4159.998963,"1"
1286,4,8,0,0,0,11,1,12,9,181.5673,14,4,179.8782622,1,4250.56396,"3"
855,5,1,0,1,1,8,0,8,9,291.0001286,9,4,346.7969274,2,6256.057058,"4"
920,5,4,0,0,0,8,1,9,12,205.585025,10,0,180.3147029,1,4575.208024,"0"
367,3,0,0,0,0,1,2,3,5,64.1886,4,0,305.947244,1,1631.426598,"1"
1126,8,2,1,0,0,8,3,11,7,155.83131,17,2,189.7554762,0,4462.993343,"4"
480,3,1,1,0,0,5,0,5,11,493.597675,6,1,474.8027293,2,4643.619932,"2"
866,7,1,0,0,0,7,1,8,9,279.4256286,8,3,313.1764227,2,4446.257923,"4"
1061,5,3,0,0,0,7,1,8,10,169.6246286,9,0,86.22292143,2,4685.920437,"0"
764,7,1,1,0,0,5,4,9,8,227.3132875,5,1,281.9151571,3,5087.449882,"2"
994,2,0,0,5,0,6,1,7,17,167.7936667,14,0,156.9865963,1,5154.553296,"0"
1117,8,0,0,2,1,8,3,11,9,183.97655,15,7,169.2745932,5,6587.809475,"4"
775,4,1,0,1,0,5,1,6,11,363.93528,8,1,300.7087109,2,3576.0158,"2"
523,2,0,3,0,0,4,1,5,7,320.171275,11,1,336.2688419,2,4196.94405,"2"
1011,8,0,1,2,0,8,3,11,7,211.37196,14,3,187.0922179,0,6427.859338,"4"
1154,6,0,0,6,0,10,2,12,10,184.6891091,13,2,202.6266407,2,4292.984542,"4"
893,4,0,0,3,0,4,3,7,9,349.2565833,11,1,292.5488402,1,5283.0635,"0"
851,10,0,0,0,0,7,3,10,9,192.0375,11,3,163.5120728,2,5951.400023,"4"
951,3,6,2,0,1,9,3,12,5,184.7773364,5,2,221.6768883,2,4779.059354,"3"
1162,3,0,0,9,0,11,1,12,7,98.19977273,12,2,102.28496,1,3779.074654,"1"
550,0,2,1,1,0,2,2,4,8,213.2601333,6,0,166.3245577,1,3853.914677,"3"
548,2,3,0,0,0,3,2,5,9,144.521775,10,2,36.90887679,3,3356.821443,"0"
757,1,0,0,3,0,4,0,4,9,283.2458667,11,0,190.994248,2,3696.685835,"3"
938,1,0,0,6,0,5,2,7,7,165.443,12,2,176.6743755,0,5075.666162,"4"
756,5,3,0,0,0,6,2,8,4,105.6262429,10,0,83.71101264,2,4528.342158,"1"
516,1,0,0,3,0,4,0,4,9,228.3447333,7,0,156.2894733,1,5558.563304,"3"
536,2,0,1,1,0,4,0,4,8,176.3087,6,0,180.9137658,1,4727.811873,"0"
768,5,0,0,0,0,5,0,5,9,442.979425,8,0,406.4340754,2,3272.319472,"2"
603,4,1,0,0,0,5,0,5,9,426.531775,9,0,405.4958919,3,4994.050998,"2"
